ID,  Milk,ChildBby,Vegges,Cereal, Bread,  Rice,  Meat,  Eggs,YogChese, Chips,  Soda, Fruit,  Corn,  Fish, Sauce, Beans,Tortya,SaltNPepper,Scented, Salza
920,     2,     0,     2,     7,     4,     8,     8,     5,     1,    10,     5,     7,     8,     3,     4,     6,     8,     4,     5,     7
921,     6,     4,    10,     6,     0,     7,     1,     7,     6,     1,     1,     4,     4,     4,     2,     6,     8,     4,     0,     5
922,     6,     2,     7,     9,     6,     8,     6,     4,     4,     7,     2,     8,     2,     6,     1,     6,     4,     5,     4,     3
923,    10,     7,     7,     8,     8,     6,     7,     6,     4,     0,     4,     5,     3,     3,     3,     4,     0,     6,     5,     2
924,     3,     0,     1,     9,     0,     5,     8,     5,     1,     9,     8,     7,     6,     5,     6,     4,     9,     3,     4,     6
925,     0,     2,     0,    10,     3,     7,     8,     5,     0,     8,     9,     5,     4,     2,     5,     6,    10,     6,     3,     7
926,     2,     2,     3,     6,     3,     8,     9,     4,     0,     6,     7,     6,     7,     3,     7,     7,     8,     6,     4,     8
927,     5,     8,     9,     8,     0,     8,     7,     5,     8,     1,     0,     6,     4,     2,     4,     6,     7,     5,     0,     2
928,     0,     2,     1,     9,     3,     8,     8,     3,     1,     8,     9,     8,     5,     5,     5,     2,     8,     4,     7,     6
929,     6,     2,     3,     8,     4,     4,     7,     4,     5,     6,     1,     5,     4,     4,     3,     7,     7,     7,     4,     5
930,     5,     3,     6,     4,     5,     7,     8,     5,     5,     9,     1,     3,     3,     7,     2,     5,     8,     3,     4,     2
931,     8,     5,     4,     9,     7,     6,     6,     7,     3,     8,     2,     4,     3,     5,     1,     6,     8,     6,     5,     6
932,     2,     3,     3,     8,     2,     7,     7,     7,     0,     8,     9,     5,     8,     1,     7,     8,     9,     3,     6,     5
933,    10,     9,     9,     7,     8,     7,     7,     4,     8,     2,     1,     5,     4,     1,     2,     4,     2,     4,     3,     0
934,     6,     7,     8,     5,     0,     8,     7,     3,     9,     2,     0,     3,     7,     4,     0,     1,     7,     7,     0,     2
935,     2,     5,    10,     8,     0,     9,     4,     7,    10,     1,     1,     5,     0,     1,     1,     4,     8,     5,     0,     1
936,     4,     2,     8,     5,     4,     7,     7,     9,     6,     7,     2,     8,     3,     4,     2,     4,     9,     7,     5,     0
937,     2,     3,     1,     7,     3,     6,     9,     4,     0,     9,     7,     8,     9,     2,     7,     6,     9,     4,     4,     7
938,     6,     3,     9,     6,     0,     7,     6,     8,     6,     2,     3,     6,     4,     2,     2,     4,     7,     2,     1,     3
939,     0,     2,     2,     7,     3,     7,     5,     5,     3,    10,     8,     5,     8,     4,     6,     6,     7,     3,     4,     5
940,     7,     5,    10,     6,     0,     9,     4,     8,    10,     0,     2,     3,     5,     2,     4,     6,     8,     7,     0,     3
941,     3,     6,     9,     5,     0,     8,     3,     5,     9,     0,     2,     7,     6,     2,     3,     6,     5,     4,     1,     5
942,    10,     9,     9,     7,     8,     8,     6,     6,     5,     5,     2,     8,     5,     5,     0,     6,     0,     7,     7,     1
943,     6,     9,    10,     7,     0,     5,     5,     5,     7,     1,     0,     7,     2,     4,     2,     6,     6,     3,     0,     3
944,     4,     4,     7,     8,     6,     9,     4,     4,     7,     9,     0,     3,     2,     5,     4,     6,     6,     5,     3,     1
945,     6,     8,    10,     3,     0,     8,     5,     4,     6,     3,     1,     6,     2,     3,     2,     6,     8,     7,     0,     3
946,     4,     5,     0,     9,     6,     6,    10,     5,     2,     9,     7,     7,     8,     1,     4,     4,     8,     2,     4,     5
947,     1,     2,     2,     7,     2,     9,     8,     3,     0,     5,    10,     8,     6,     3,     3,     3,     9,     5,     6,     6
948,     4,     2,     7,     9,     2,    10,     6,     4,     5,     5,     2,     6,     6,     6,     3,     4,     7,     4,     5,     1
949,     5,     6,     8,     7,     1,     5,     3,     5,     8,     1,     0,     7,     3,     1,     4,     6,     8,     6,     0,     4
950,     8,     4,     9,     9,     6,     5,    10,     4,     4,     1,     1,     8,     5,     2,     2,     5,     1,     4,     3,     2
951,     3,     2,     0,     7,     2,     3,    10,     5,     2,     8,     7,     4,     9,     2,     5,     5,    10,     4,     4,     8
952,     8,     9,     8,     8,     8,     7,     9,     3,     6,     2,     4,     5,     3,     0,     2,     4,     1,     4,     6,     2
953,     4,     5,     0,     6,     2,     4,     9,     5,     0,     7,     8,     5,     7,     2,     7,     5,     7,     6,     6,     5
954,     6,     3,     6,     6,     5,     7,     6,     7,     7,     8,     2,     8,     6,     6,     2,     6,     7,     1,     6,     3
955,     1,     3,     3,     8,     3,     7,     8,     6,     1,     8,     9,     4,     5,     3,     6,     3,     9,     4,     6,     6
956,     2,     0,     2,     6,     3,     7,     7,     6,     0,     9,     7,     5,     9,     2,     5,     7,     9,     4,     3,     7
957,     8,     3,     5,     8,     6,     9,     6,     4,     5,     8,     2,     6,     5,     6,     5,     5,     8,     7,     4,     0
958,     0,     2,     3,     8,     3,     6,     9,     8,     0,    10,     9,     8,     8,     3,     7,     5,     8,     8,     5,     4
959,     4,     5,     2,     7,     3,     6,     7,     4,     6,     9,     3,     5,     4,     5,     2,     3,     9,     2,     6,     2
960,     8,     8,     6,     6,     9,     5,     7,     7,     7,     5,     2,     6,     5,     4,     3,     5,     2,     2,     6,     2
961,     4,     6,     6,     8,     4,     7,     6,     4,     5,     8,     2,     5,     6,     6,     3,     4,     7,     4,     5,     2
962,     4,     7,     8,     9,     0,     9,     4,     6,     7,     1,     1,     6,     1,     1,     2,     3,     7,     4,     1,     2
963,     5,     3,     5,     5,     6,     7,     5,     7,     6,    10,     0,     5,     4,     7,     2,     6,     9,     6,     5,     2
964,     3,     5,     9,     5,     1,     5,     5,     5,     9,     1,     0,     6,     3,     2,     4,     7,     7,     4,     0,     2
965,     5,     1,     2,     7,     3,     6,     8,     5,     1,     9,    10,     6,     5,     0,     5,     4,     6,     6,     3,     7
966,     1,     0,     3,     9,     3,     9,     7,     5,     0,     8,     7,     6,     6,     4,     5,     3,     9,     5,     5,     7
967,     9,     9,     9,     7,     6,     7,     6,     6,     5,     0,     1,     3,     1,     2,     2,     5,     2,     5,     6,     3
968,    10,     6,     8,     8,     8,     8,     6,     6,     3,     1,     1,     4,     4,     1,     2,     8,     1,     4,     5,     2
969,     4,     5,     7,     6,     0,     9,     4,     5,     8,     1,     0,     4,     3,     3,     2,     6,     8,     8,     0,     5
970,     1,     3,     0,    10,     2,     5,     9,     5,     0,     9,    10,     4,     7,     2,     5,     5,     7,     5,     6,     5
971,     6,     3,     5,     6,     6,     7,     7,     5,     6,     8,     1,     3,     3,     6,     3,     5,     5,     2,     3,     3
972,     6,     5,     9,     6,     1,     7,     2,     8,     8,     0,     1,     2,     4,     2,     4,     3,     9,     5,     0,     2
973,     8,     7,     9,     6,     0,     5,     6,     3,     9,     2,     2,     4,     5,     1,     3,     3,     8,     6,     1,     3
974,    10,     8,    10,     8,     7,     6,     7,     4,     5,     4,     2,     4,     6,     4,     1,     6,     0,     4,     4,     2
975,     5,     0,     5,     9,     8,     7,     6,     6,     5,     9,     2,     4,     5,     3,     4,     5,     7,     4,     4,     1
976,     1,     3,     1,     6,     2,     4,     7,     8,     0,    10,    10,     7,     7,     1,     6,     7,     7,     4,     7,     5
977,     4,     3,     1,     8,     1,     7,     9,     3,     0,     9,     9,     6,     7,     3,     5,     5,     8,     7,     6,     8
978,    10,    10,     8,     7,     8,     6,     8,     5,     5,     2,     1,     6,     6,     4,     4,     4,     0,     4,     4,     4
979,     9,     7,     7,     8,     9,     5,     8,     6,     7,     1,     3,     7,     4,     1,     1,     3,     2,     4,     4,     1
980,     9,     9,     6,     9,     7,     6,     7,     7,     4,     3,     3,     3,     4,     5,     1,     4,     3,     5,     5,     1
981,     4,     3,     5,     8,     5,     8,     7,     7,     3,     7,     1,     4,     4,     6,     6,     5,     5,     4,     6,     3
982,    10,     7,    10,     8,     7,     6,     6,     6,     6,     2,     2,     6,     5,     5,     4,     5,     0,     6,     8,     2
983,     6,     4,     4,     6,     4,     5,     6,     5,     6,     7,     3,     6,     3,     4,     3,     6,     7,     5,     6,     1
984,     1,     3,     2,     7,     2,     5,     8,     6,     2,     8,     9,     3,     9,     3,     7,     6,     8,     4,     4,     5
985,     5,     1,     8,     6,     2,     6,     6,     3,     6,     4,     1,     8,     2,     9,     2,     5,     8,     6,     2,     1
986,     4,     6,     6,     5,     0,     8,     5,     7,     9,     1,     1,     3,     4,     2,     3,     4,     4,     8,     0,     1
987,     3,     2,     0,     6,     3,     6,     7,     3,     3,     6,     9,     3,     6,     2,     7,     3,     6,     4,     7,     5
988,     5,     8,     8,     6,     1,     7,     5,     2,     9,     0,     1,     5,     5,     2,     4,     4,     9,     5,     0,     4
989,     1,     1,     3,     9,     1,     4,     6,     2,     0,     8,     9,     5,     6,     4,     8,     6,     7,     5,     5,     4
990,     8,     8,     8,     8,     6,     9,     8,     6,     7,     1,     3,     7,     4,     0,     1,     5,     0,     4,     4,     3
991,     0,     4,     1,     9,     4,     9,     9,     5,     1,     8,     7,     3,     7,     3,     9,     6,     8,     5,     5,     8
992,     6,     5,     6,     7,     5,     8,     5,     7,     4,    10,     3,     5,     3,     5,     4,     7,     9,     7,     7,     3
993,    10,     8,     7,    10,     8,     8,     6,     3,     4,     4,     1,     6,     1,     2,     4,     4,     1,     6,     7,     3
994,     3,     2,     8,     5,     7,     6,     6,     4,     6,     9,     1,     5,     3,     7,     3,     6,     6,     3,     7,     3
995,    10,     8,     9,     9,    10,     7,     7,     4,     3,     1,     2,     5,     3,     4,     0,     3,     3,     6,     3,     2
996,     8,     2,     8,     8,     4,     8,     6,     8,     4,    10,     2,     5,     6,     4,     4,     4,     6,     3,     6,     1
997,     5,     5,     9,     7,     1,     7,     2,     4,     8,     1,     0,     4,     5,     1,     6,     6,     5,     2,     0,     2
998,     6,     5,     8,     5,     1,     8,     3,     3,     9,     2,     2,     2,     2,     2,     4,     3,    10,     6,     1,     5
999,     7,     3,     6,     9,     6,     7,     7,     9,     4,     8,     2,     4,     6,     4,     3,     8,    10,     4,     5,     4
1000,     2,     6,     1,     8,     1,     6,     7,     7,     0,     9,    10,     9,     6,     2,     2,     4,    10,     7,     6,     5
1001,     9,     7,     5,    10,     7,     8,     8,     4,     4,     5,     5,     4,     3,     1,     1,     7,     0,     4,     9,     2
1002,     2,     3,     2,     9,     2,     6,     9,     4,     4,     7,    10,     3,     8,     1,     6,     6,     8,     3,     4,     5
1003,     9,     9,     6,     9,     8,     7,     9,     8,     4,     1,     3,     6,     5,     2,     2,     5,     1,     9,     3,     2
1004,     4,     2,     1,     7,     4,     6,     9,     8,     0,     8,     7,     6,     8,     4,     8,     5,     8,     7,     5,     7
1005,     5,     4,     4,     8,     3,     7,     5,     6,     5,     8,     2,     3,     4,     6,     3,     5,     7,     5,     6,     4
1006,     8,     6,    10,     4,     1,     7,     2,     4,     7,     1,     0,     6,     5,     3,     2,     4,     8,     4,     1,     2
1007,     4,     7,     8,     7,     0,     6,     4,     8,     8,     5,     1,     5,     3,     2,     2,     8,     9,     7,     0,     4
1008,     2,     2,     5,     7,     6,     5,     9,     5,     1,    10,     7,     5,     6,     3,     3,     5,     5,     5,     2,     5
